AS ID,Country,Description
55713,IN,"DISHNET-AS-AP Dishnet Wireless Limited,IN"
55714,PK,"APNIC-FIBERLINK-PK Fiberlink Pvt.Ltd,PK"
55715,NZ,"ADVANCEDDATACENTRES-NZ 113 Bank Street,NZ"
55716,NZ,"DIACCU-AS-AP Censorship Compliance Unit, Department of Internal Affairs,NZ"
55717,IN,"HOSTONDEMAND-IN 70, KLJ Complex,IN"
55719,NZ,"RBNZ-AS-AP Reserve Bank of New Zealand,NZ"
55720,MY,"GIGABIT-MY Gigabit Hosting Sdn Bhd,MY"
55721,CN,"RIM-AP 300 Hagey Blvd.,CN"
55722,NR,"CENPAC-AS-AP Cenpac Net Inc,NR"
55723,NR,"DIGICEL-NR-AS-AP Digicel Nauru,NR"
55724,MY,"BRUHAAS-MY-AS-AP BRUHAAS,MY"
55725,HK,"SUNHK-DATA-AS-AP Sun Network (Hong Kong) Limited,HK"
55726,NP,"NDCL-AS-AP Nepal Doorsanchar Company Limited,NP"
55728,IN,"THOUGHTWORKS-IN 2nd Flore Tower C Corporate Block,IN"
55729,NZ,"PAC-TECH-AS-AP Pacific Technology Solutions Ltd,NZ"
55730,PH,"SUNWEST-AS-AP Sunwest Construction & Devt. Corporation,PH"
55731,AU,"FSA-AS-AP Fox Sports Australia Pty Limited,AU"
55732,AF,"RANATECHNET-AF RANA Technologies,Kabul,AF"
55733,BD,"IDEA IDEA NETWORKS & COMMUNICATIONS LIMITED,BD"
55734,IN,"SYMBIOS-IN 001 IT Complex,IN"
55736,AU,"ICONZ-WEBVISIONS-AP Iconz-Webvisions Pte. Ltd.,AU"
55737,SG,"QMAX-AS-AP QMax Communications Pte Ltd,SG"
55738,TH,"THAINS-AS-AP 111 Moo 9 Klong Luang Pathumthani 12120,TH"
55739,CN,"CNISP-UNION CNISP-Union Technology (Beijing) Co., Ltd,CN"
55740,IN,"TATAINDICOM-IN TATA TELESERVICES LTD - TATA INDICOM - CDMA DIVISION,IN"
55741,IN,"WBSDC-NET-IN West Bengal Electronics Industry Development,IN"
55742,AU,"SECCOM-AS-HK Seccom Global Pty Ltd,AU"
55743,CN,"UBISOFT-CN 3F, Building 3, No. 7, Gui Qing Rd, Shanghai, CHINA,CN"
55745,AF,"NEDA-AS-AP Neda Telecommunications,AF"
55746,NZ,"WITT-AS-AP Western Institute of Technology at Taranaki,NZ"
55747,NZ,"SIT-AS-AP Southern Institute of Technology,NZ"
55748,JP,"MORSE-JP 7-9-10 Nishi-Shinjuku,JP"
55750,HK,"ABCHK-HK ABC Computer Systems Ltd,HK"
55752,AU,"CLOUD-PLUS-AS-AP Cloud Plus Pty Ltd,AU"
55753,AU,"PLANETNET-AS-AP Planet ISP Pty Ltd,AU"
55754,AU,"ULTIMA-AS-AP Ultima Computer Systems,AU"
55755,SG,"INTERNAP-AGILE-HOSTING-SG Internap Network Services (Singapore) Pte. Limited,SG"
55756,IN,"TCISL-AS-AP TATA Communications Internet Services Ltd,IN"
55757,IN,"SYNNET-AS-AP Synechron Inc.,IN"
55759,NZ,"MFAT-NET-NZ 195 Lambton Quay,NZ"
55760,TH,"NIST-AS-AP New International School of Thailand, which is one international school in Thailand,TH"
55761,MY,"COLOHOST-MY Colocation Hosting Sdn Bhd,MY"
55762,AU,"ICAP-AU Internet Communication AP Pty. Ltd.,AU"
55763,NP,"FOL-NP H.B. COMPLEX  JAWALAKHEL  LALITPUR,NP"
55764,IN,"HGSL-IN HGSL House, No.614,IN"
55765,AU,"OXYGEN-NETWORKS-AU Oxygen Networks,AU"
55766,AU,"COMSCENTRE-AU Network Services Provider,AU"
55767,AF,"ASTRIUM unused,AF"
55769,KH,"GICL-KH #58 ABCE, Moa Tse Toung, Chamkarmorn, Phnom Penh,KH"
55770,SG,"AKAMAI-AP Akamai Technologies, Inc.,SG"
55771,TH,"RD-AS-AP The Revenue Department of Thailand.,TH"
55772,AU,"IE3-AU IE3 Communications,AU"
55773,AU,"WIOT3690-AU 87  Mckoy Street,AU"
55774,AU,"NSWSES-AU NSW State Emergency Service,AU"
55775,AU,"HORNSBYSHIRE-AU Hornsby Shire Council,AU"
55776,AU,"SCU-AU Southern Cross University,AU"
55778,HK,"WEBWEB-HK International Trade Centre,HK"
55779,IN,"SBI-GENERAL-APNIC-IN IL & FS Financial Center, Bandra,IN"
55780,IN,"ROYALSUNDARAM-IN Sundaram Tower,IN"
55781,SG,"FAPLNET-AS-SOP Fujitsu Asia Pte. Ltd.,SG"
55782,IN,"OBOPAYNET-IN Obopay Mobile Technology India Pvt Ltd,IN"
55784,AF,"AU-SYD-AIRBUS_EADS-MSS Astrium EADS BC AU-SYD,AF"
55785,NZ,"MAXUM-AS-AP MAXUM DATA LIMITED,NZ"
55786,CN,"MOBIUS-CN 1065-A Zhaojiabang Road,CN"
55787,HK,"AP-ROVICORP-AS-HK 3/F., Stelux House,HK"
55789,TW,"IDC-TW TWIDC,TW"
55790,TH,"NETONE-AS-AP 408/81 19 th Fl.,Phaholyotin Place Building,TH"
55792,PG,"DATEC-PNG-AS-AP Datec-PNG,PG"
55793,NZ,"GSN-AS-AP Ministry of Civil Defence,NZ"
55794,ID,"LYNX-AS-AP PT Lynx Mitra Asia,ID"
55795,AU,"VERBDC1-AS-AP Verb Data Centre Pty Ltd,AU"
55796,AU,"PROPEXDERIVATIVES-AS-AP PROPEX DERIVATIVES PTY LTD,AU"
55797,AU,"HOYTS-AS-AP The Hoyts Corporation Pty Ltd,AU"
55798,PH,"RCGIT-ODC-NON-AS-AP RCG Information Technology,PH"
55799,MY,"TECHAVENUE-HK Unit A/3F, Winner Commercial Building,MY"
55801,MN,"OPTINET-LLC-MN OPTINET LLC,MN"
55802,TH,"ISSP-AS-AP Internet Solution & Service Provider Co., Ltd.,TH"
55803,AU,"DIGITALPACIFIC-AU Digital Pacific Pty Ltd Australia,AU"
55804,IN,"NEWSWIRE-IN Army & Navy Building,IN"
55805,MN,"MOBICOM-AS-MN MobiCom Corporation,MN"
55806,IN,"VIVACOMM-IN M/s VIVA COmmunications,IN"
55807,HK,"HERBALIFE-HK 8/F, Tower 2,HK"
55808,TH,"TTTBB-AS-AP Triple T Internet PCL,TH"
55811,AU,"COUNTRYTELL-AU Countrytell Management Pty Ltd,AU"
55812,PH,"HOAPDI-NET-PH Unit 202 JMR Building Legaspi St,PH"
55813,AU,"RCSWA-AU The Rural Clinical School of Western Australia (Head Office),AU"
55814,IN,"SINETISP-IN Siliguri Internet & Cable TV Pvt. Ltd.,IN"
55815,AU,"MAPSIS-AS01-AU Level 32 Governor Macquarie Tower,AU"
55816,PK,"BANKALFALAH-AS-AP Bank Alfalah Limited,PK"
55817,JP,"NTTECL-AS-AP Nippon Telegraph and Telephone Corporation PF Labs,JP"
55818,ID,"MCIX-AS-AP MC-IX Matrix Internet Exchange RS-1,ID"
55819,AU,"CAMPAIGNMONITOR-AS-AP Campaign Monitor,AU"
55820,SG,"SMSGRP-SG Block 462 Crawford Lane,SG"
55821,PH,"RADIUSTELECOMS-AS-AP RADIUS TELECOMS, INC.,PH"
55822,MY,"MYIX-MY Malaysian Communications and Multimedia Commission,MY"
55823,IN,"PISPL-CHN-IN DLF Infocity SEZ, Office Division 02 & 03, Floor 7,IN"
55824,IN,"NKN-CORE-NW NKN Core Network,IN"
55825,ID,"KOMPAS-ID Gedung Kompas Gramedia  Unit II Lantai 5,ID"
55826,CN,"CERNET2-TJU6-AS-AP Tianjin University IPv6 Campus Network,CN"
55827,MY,"GENOME-MY Blok Plasma,MY"
55828,BD,"DRIK-BD House 58, Road 15A (New),BD"
55829,PG,"PNG-ARNET-AS-AP Papua New Guinea Academic and Research Network,PG"
55831,IN,"AIRCEL-IN Aircel Ltd.,IN"
55832,IN,"HOMESYSTEM-AS-AP HOME SYSTEMS PVT.LTD,IN"
55833,PH,"UEE-NET-PH Unit 321 3rd Floor Peninsula Building,PH"
55834,AU,"NBNCO-AS-AP NBN Co LTD,AU"
55836,IN,"RELIANCE-INFOTEL-IN Reliance Jio INFOCOMM Ltd,IN"
55837,AU,"ANZCA-AS-AP Australian and New Zealand College of Anaesthetists,AU"
55839,IN,"MICROSENSE-AS-AP Microsense Private Limited,IN"
55840,MY,"CIMB-MY GIOD_IT,MY"
55843,SG,"COROUS360NET-SG Corous360 Private Limited,SG"
55844,TH,"PROCESSINGCENTER-AS-AP 142 KASIKORNBANK Building 4th Floor Silom Road Suriyawong Bangrak Bangkok 10500,TH"
55845,AU,"YIELDBROKER-NET-AS-AP Yieldbroker Pty Limited,AU"
55846,BD,"BBN-AS-AP IMED, Ministry of Planning, Government of the People's Republic of Bangladesh,BD"
55847,IN,"NKN-EDGE-NW NKN EDGE Network,IN"
55848,AU,"AI-MEDIA-AS-AP Access Innovation Media,AU"
55849,CN,"ETRUNK eTrunk Network Telecomunication Ltd.,CN"
55850,NZ,"TRUSTPOWERLTD-AS-AP TrustPower Ltd,NZ"
55851,AU,"TSVIX-AS-AP On Q Networks,AU"
55852,HK,"MAREX-HK C/O Equinix Hong Kong Limited,HK"
55853,NZ,"MEGATEL-AS-AP Megatel,NZ"
55854,SG,"LOREAL-SG 3 Killiney Road #09-01/06,SG"
55855,SG,"ASIASOFT-AS-AP Asiasoft Online Pte Ltd,SG"
55856,MY,"UNIMAS-MY Universiti Malaysia Sarawak,MY"
55857,NZ,"HARVESTELECTRONICS-AS-AP Harvest Electronics NZ Limited,NZ"
55858,HK,"SGC-HK Speedy Group Corporation Limited,HK"
55859,AU,"TOTALWEB-US Total Web Solutions Australia,AU"
55860,NZ,"FOODSTUFFSSI-AS-AP Foodstuffs SI Ltd,NZ"
55861,AU,"CATHOLIC-SYD-AS-AP Catholic Archdiocese of Sydney,AU"
55862,IN,"WNET-IN Wan & Lan Internet Pvt Ltd,IN"
55863,GU,"ICONNECT-NET-AS-AP Choice Phone LLC,GU"
55864,TH,"RSPUBLIC RS Public Company Limited,TH"
55865,AU,"SATCOMMS-NET-AS-AP Satcomms Australia,AU"
55866,AU,"QIC-AS-AP QIC,AU"
55867,TH,"CHIANGMAI_INTERNET-AS-AP Chiangmai Internet,TH"
55868,TH,"SAFETY_INSURANCE-AS-AP 26/5 Chidlom Road Lumpini, Pathumwan Bangkok 10330,TH"
55870,AU,"DCC-NET-AS-AP Darwin City Council,AU"
55871,AU,"IRESS-NET-AS-AP IRESS Market Technology Ltd,AU"
55872,NZ,"BAYCITY-AS-AP BayCity Communications Limited,NZ"
55873,JP,"SJMAPNIC-JP Shiodome City Center 15F,JP"
55874,AU,"ILBCOMPUTING-NON-AS-AP ILB Computing Pty Ltd,AU"
55875,AU,"SSC-AU SUTHERLAND SHIRE COUNCIL,AU"
55876,AU,"EFTEX-AU LEVEL 7 140 WILLIAM ST.,AU"
55877,CN,"CHINATELECOM-SICHUAN-CHENGDU No.473, North Branch Way Suanglin Road, Chengdu City, Sichuan Province, P.R.China.,CN"
55878,AU,"CUA-AU GPO Box 100,AU"
55879,IN,"SMARTLINK-POWAI-IN SmartLink Broadband Services Pvt Ltd,IN"
55880,AU,"NECTAR-UNIMELB-EDU-AU Level 3, 258 Queensberry St,AU"
55881,AU,"DER-WA-AU Department of Parks and Wildlife,AU"
55883,CN,"SHANXUN Beijing lightning fast network telecommunication technology Co Ltd,CN"
55884,AU,"ORIONVM-AU OrionVM Cloud Platform,AU"
55885,NU,"ISP-NU No. 1 Commercial Center,NU"
55886,CN,"DH-NET-BJ Beijing Digital Home Network Technology corporation,CN"
55887,NZ,"DIOSCHOOLAK2-NZ Diocesan School for Girls,NZ"
55888,JP,"NCP-NET New Culture Production Inc,JP"
55889,JP,"BITISLE-WEST Bit-isle,JP"
55890,JP,"SUNTORY Suntory Business Expert Limited,JP"
55891,JP,"WBTSJP-AS WATCH TOWER BIBLE AND TRACT SOCIETY,JP"
55893,JP,"HOKEN-NET NTT DATA CORPORATION,JP"
55894,JP,"WHOSNEXT Who's Next,JP"
55895,JP,"ECHIGO-IX N.S.Computer Service Co.,Ltd.,JP"
55896,JP,"VIDEX Videx Inc.,JP"
55897,JP,"NIPPON-RAD Nippon RAD Inc.,JP"
55898,JP,"YAHOO-CORP Yahoo Japan Corporation,JP"
55899,JP,"SIG Steady, Inc.,JP"
55900,JP,"GLBB-JP GLBB Japan KK,JP"
55901,JP,"SCEI-NET Sony Computer Entertainment Inc,JP"
55902,JP,"TS-NET TS-NET of TOSET, Inc. in Japan,JP"
55903,JP,"ARROWNET Tokyo Stock Exchange, Inc.,JP"
55904,JP,"KOGAKUIN-AS KOGAKUIN University,JP"
55905,JP,"COMZNET2 Comzware Inc,JP"
55906,JP,"USTREAMASIA Ustream Asia, Inc.,JP"
55907,JP,"GMO-DNS GMO Internet,Inc,JP"
55908,JP,"NOMURA-NET Nomura Research Institute,Ltd.,JP"
55909,JP,"KOCHI-CT Kochi National College of Technology,JP"
55910,JP,"SITNET-AS Shibaura Institute of Technology,JP"
55911,JP,"TUFNESS-2 Tokuyama College of Technology,JP"
55912,JP,"U-KOCHI University of Kochi,JP"
55913,AU,"DEADLINE-AU 17 Chesser Street,AU"
55914,AU,"CONVERGAPTYLTD-AS-AP 100001 - Converga Pty Ltd,AU"
55915,NP,"CLASSIC-NP Classic Tech Pvt. Ltd.,NP"
55916,TH,"OSK-TH OSK Securities (Thailand) Public Company Limited,TH"
55917,IN,"IYOGI-IN Building No:6  Tower C  FF,IN"
55918,IN,"VISTAAR-SYSTEMS-IN Ground Floor, 'A' Wing,IN"
55919,SG,"SUTD-SG 20 Dover Drive Singapore 138682,SG"
55920,AU,"ELCOMTECHNOLOGY-AS-AP Elcom Technology Pty Ltd,AU"
55921,AU,"ACNM-AU 362 Water St,AU"
55922,AU,"SAIGLOBAL-AS-AP SAI Global,AU"
55923,AU,"HARBOURSAT-AS-AP Harbour IT Pty Ltd,AU"
55924,AU,"ALIWEB-AS-AP Aristocrat Technologies,AU"
55925,TH,"BAAC-NET-TH 469 Nakronsawan.Rd, Chidrada Dusit,TH"
55926,AU,"MIGHTYRIVERPOWER-AS-AP Mighty River Power,AU"
55927,TH,"UOB-KAY-HIAN-TH UOB Kay Hian Securities (Thailand) Co., Ltd.,TH"
55928,KH,"NTTCT-AS-KH-AP NTT Communications (Phnom Penh ISP POP),KH"
55929,CN,"CNISP-UNION CNISP-Union Technology (Beijing) Co., Ltd,CN"
55931,AU,"ECORE-AU Unit 2, 172 Milperra Road,AU"
55932,TH,"THAIBMA-AS-AP The Thai Bond Market Association,TH"
55933,HK,"CLOUDIE-AS-AP Cloudie Limited,HK"
55934,AU,"PACIFICIX-AS-AP PACIFICIX,AU"
55936,NZ,"GENI-SDP-NZ-AS-AP Spark Digital New Zealand Ltd,NZ"
55937,CN,"DRPENGTELECOMSHANGHAI ChengDu Dr.Peng Telecom & Media Group Industry Co., Ltd.,CN"
55938,TH,"EXAT-NET-TH 2380, Phahonyothin Rd Saenanikom Chatuchak District,TH"
55939,PH,"YOURWEBSTREAM-PH Webstream Bldg,PH"
55940,HK,"KRG7-APNIC-AP 20 Stanwix Street,HK"
55941,AU,"CHI-X-AU Level 23, Governor Phillip Tower,AU"
55943,PF,"OPT-PF-AS-AP OPT,PF"
55944,MV,"OOREDOO-MV Ooredoo Maldives,MV"
55945,HK,"MAPA-HK MAPA TECHNOLOGY LIMITED,HK"
55946,NZ,"PCX-AS-AP P.C. Exchange Ltd,NZ"
55947,IN,"BBNL-IN Bangalore Broadband Network Pvt Ltd,IN"
55948,NZ,"MAXUM-AS-AP Maxum Data Ltd,NZ"
55949,JP,"TECHNOPROHOLDINGS-JP Technopro Holdings,JP"
55950,MY,"FOXDATA-MY Suite S18B, 2nd Floor Centrepoint Bandar Utama,MY"
55951,MY,"LHDNM-MY Blok 9 Kompleks Bangunan Kerajaan,MY"
55952,HK,"QION-HK Unit F, 26/F, MG Tower,HK"
55953,HK,"XIM-HK Room 704, ChinaChen Leighton Plaza,HK"
55954,AU,"CUSTOMTEC-AS-AP CustomTec Pty Ltd,AU"
55955,AU,"BLUEFISH-AS-AP Bluefish Software,AU"
55956,CN,"CNNIC-MAGNA-ASIAPACIFIC-AP Magna Automotive Technology and Service(Shanghai)Co.,Ltd,CN"
55957,CN,"CNTV CCTV international network Co., LTD,CN"
55958,CN,"CNNIC-INTEL-CHINA-AP Intel (China) Ltd.,CN"
55959,CN,"NXIDC Hangzhou Netbank Technologies co.,LTD,CN"
55960,CN,"BJ-GUANGHUAN-AP Beijing Guanghuan Xinwang Digital,CN"
55961,CN,"ZHCATV-NET Zhuhai Cable TV Network Co. Ltd.,CN"
55963,CN,"CAGN Chinese Academy of Governance,CN"
55966,CN,"CNNIC-PSBCNET-AP Post Savings Bank of China,CN"
55967,CN,"CNNIC-BAIDU-AP Beijing Baidu Netcom Science and Technology Co., Ltd.,CN"
55971,CN,"CASS-NET Chinese Academy of Social Sciences,CN"
55974,CN,"CLOUDXP-NET CloudXP Co., Ltd,CN"
55975,CN,"CGWICT Beijing Jun Yuan He Zhong Science and,CN"
55976,CN,"SPISC Shaanxi provincial industry and Information Department,CN"
55977,CN,"ZJWSBTVNET Zhejiang Wasu Broadcast&TV Network Co., Ltd,CN"
55979,CN,"SUNET-CN Beijing Sunet Telecom Technology Ltd,CN"
55982,CN,"CHIT Changhong IT information Products CO.,LTD.,CN"
55983,CN,"BJ-GUANGHUAN-AP Beijing Guanghuan Xinwang Digital,CN"
55985,CN,"CNNIC-WTNET-AP Zhejiang Watone Cloud Data Technology Co., Ltd,CN"
55986,CN,"FOCUSTECHNET Focus Technology Co., Ltd.,CN"
55988,CN,"CNNIC-PBSL-AP Pacnet Business Solutions LTD,CN"
55990,CN,"HWCSNET Huawei Cloud Service data center,CN"
55992,CN,"QIHOO Beijing Qihu Technology Company Limited,CN"
55993,CN,"HUANXUN Shanghai Huanxun communication installation engineering co., LTD,CN"
55994,CN,"ANCHNET ShangHai AnchNet Tec, Inc.,CN"
55995,CN,"ONESTOP ONE-STOP Computer Science and Tech Ltd.,CN"
55996,CN,"CYPRESSTEL CYPRESS TELECOM (CHINA) LIMITED,CN"
55998,CN,"CNLINKNET CNLink Network Technology Ltd.,CN"
55999,CN,"CNLINKNET CNLink Network Technology Ltd.,CN"
56000,CN,"HERBALIFE-CNNET Herbalife (China) Health Products Ltd.,CN"
56001,CN,"ZSN Shanghai Chenyi Network Technology Co.,Ltd,CN"
56002,CN,"MCNNET BEIJING MARINE COMMUNICATION AND NAVIGATION CO.,CN"
56003,CN,"CNNIC-JDJT-CN Beijing Century Union Network Technology Co.,LTD.,CN"
56004,CN,"SHERNET Information Center of Shanghai Municipal Education Commission,CN"
56005,CN,"HTU-NET Henan Telcom Union Technology Co., LTD,CN"
56006,CN,"LT-NANJING Lucent Technologies Nanjing Telecommunications CO., Ltd,CN"
56008,CN,"GDXNET GOLD SEA COMMUNICATIONS CO.,LTD,CN"
56009,CN,"CETRONNET Cetron Network Technology Co., Ltd,CN"
56010,CN,"DRC Development Research Center Of The State Council,CN"
56012,CN,"LGNET-CHINA LGNET China,CN"
56013,CN,"SDSC SAMSUNG SDS CHINA,CN"
56014,CN,"WP Web Power,CN"
56015,CN,"CSLC-NET China Sports Lottery Technology Development Co., Ltd,CN"
56017,PF,"VITI-AS-PF VITI,PF"
56018,TH,"PROENKS-AS-AP Proimage Engineering and Communication Co.,Ltd,TH"
56019,CN,"SHUJUJIA Beijing ShuJuJia Technology Co., Ltd.,CN"
56020,AU,"THREE2ONEINTERNET-AU Level 20, 31 Market Street,AU"
56021,JP,"NET-RES01-AS-AP NetResource corporation,JP"
56023,JP,"SMARTNET-AS-AP SmartRams Co., Ltd.,JP"
56024,JP,"BIZ-FRONT-AS-AP Biz-front Inc,JP"
56025,JP,"APNET-CUS01-AS-AP AMY INC,JP"
56026,AU,"ITSM-AU GPO Box 656,AU"
56027,HK,"SONYHK-HK Suite 3301, 33rd Floor,HK"
56028,NZ,"BTG-NZ BTG Networks,NZ"
56029,JP,"CELNET-AS-AP CELL INC.,JP"
56030,NZ,"VOYAGERNET-AS-AP Voyager Internet Ltd.,NZ"
56031,BD,"BUET-BTTB-BD Bangladesh University of Engineering and Technology,BD"
56032,BD,"DU-BTTB-BD University of Dhaka,BD"
56033,JP,"RAKUIP-AS-AP Rakushasu Inc,JP"
56034,PH,"AMLC-PH Bangko Sentral ng Pilipinas Complex, Malate Manila 1004 Philippines,PH"
56035,AU,"RESEAU-AU 74b Brown Street,AU"
56036,NZ,"UBERGROUP-NIX-NZ UberGroup Limited,NZ"
56037,AU,"WEB-PROPHETS-AU PO BOX 2007 ST KILDA WEST,AU"
56038,AU,"RACKCORP-AP RackCorp,AU"
56039,SG,"SPH-SG 1000 Toa Payoh North, News Centre,SG"
56040,CN,"CMNET-GUANGDONG-AP China Mobile communications corporation,CN"
56041,CN,"CMNET-ZHEJIANG-AP China Mobile communications corporation,CN"
56042,CN,"CMNET-SHANXI-AP China Mobile communications corporation,CN"
56043,SG,"PEPSI-SG 99 Bukit Timah Road,SG"
56044,CN,"CMNET-AS-LIAONING China Mobile communications corporation,CN"
56045,CN,"CMNET-JIANGXI-AP China Mobile communications corporation,CN"
56046,CN,"CMNET-JIANGSU-AP China Mobile communications corporation,CN"
56047,CN,"CMNET-HUNAN-AP China Mobile communications corporation,CN"
56048,CN,"CMNET-BEIJING-AP China Mobile Communicaitons Corporation,CN"
56050,TH,"NEW-SHINE-INTERNET-TH 134 Yenchit Road,TH"
56051,AU,"DOW-WA-AU Department of Water (WA),AU"
56052,PK,"ZPIX-PK Zero Point Internet eXchange,PK"
56053,CN,"CNISP-UNION CNISP-Union Technology (Beijing) Co., Ltd,CN"
56054,BD,"ICON-INFOTECH-BD 5th floor, 56-57 Shareef Mention,BD"
56055,NC,"MLS-NC Micro Logic Systems,NC"
56056,IN,"AMITY-IN Sector 125,IN"
56057,AU,"ENTITYDATA-AU Entity Data Pty Limited,AU"
56058,AU,"TWE-AU 77 Southbank Boulevard,AU"
56059,HK,"WSS-HK Website Solution Limited,HK"
56060,ID,"SCBDNET-ID Pusat Telekomunikasi  SCBD,ID"
56061,IN,"SGS-IND-NET-IN Upper Ground floor to 7th floor, Westend Center 1,IN"
56062,AU,"CARDNO-AU Level 11, 515 St Pauls Trc,AU"
56063,AU,"NNPL-AS-AP Netron Networks Pty Ltd,AU"
56064,IN,"D2V-IN D2V ISP,IN"
56065,AU,"BBMH-AU BLACKBOARD AUSTRALIA PTY LIMITED,AU"
56067,TH,"METRABYTE-TH 453 Ladplacout Jorakhaebua,TH"
56068,NZ,"LIGHTSPEED-TECHNOLOGY-AS-AP Lightspeed Technology Group Limited,NZ"
56072,AU,"RSPCAQLD-AU 139 Wacol Station Road,AU"
56073,AU,"FIRSTFOCUS-AS-AP First Focus Pty Ltd,AU"
56074,AU,"NET-AS01-AP NetStrategy Pty Ltd,AU"
56076,AU,"HOLCIM-AU 90-92 Phillip St,AU"
56077,IN,"HUL-IT-IN Mobius Towers V Floor,IN"
56079,AU,"MELBDC-AS-AP Melbourne Datacentre,AU"
56080,HK,"MSDW-NON-AS-AP Morgan Stanley Asia Limited,HK"
56081,AU,"DIGITAL-HYBRID-AS-AP Digital Hybrid Pty Ltd,AU"
56082,HK,"ONE-NET-HK INTERNET-SOLUTION-HK,HK"
56083,AU,"HDY-AS-AP Henry Davis York,AU"
56084,AU,"MEDICARE-AUSTRALIA-AP Optus Customer Network,AU"
56085,TH,"ISLAND-BGP-TH 46/1 Moo.6 Prabaramee Rd. Kathu,Phuket 83120 Thailand,TH"
56086,AU,"ITALK-AU iTalkBB Australia,AU"
56087,AU,"URL-NET-AS-AP URL Networks,AU"
56088,ID,"PANDI-ID PANDI - Pengelola Nama Domain Internet Indonesia,ID"
56089,NC,"OFFRATEL-AS-AP OFFRATEL,NC"
56092,MY,"MUDAH-MY Suite 20.03 The Gardens South Tower,MY"
56093,IN,"TRIMBLE-AS-IN-AP 901 (A1) & 902 (A2), Tidel Park,IN"
56094,SG,"ITENET-SG 10 Dover Drive,SG"
56095,PH,"RCGIT-ODC-NON-AS-AP RCG Information Technology,PH"
56097,IN,"JOISTER-AS Joister Group of Companies.,IN"
56098,AU,"UNICO-AU Level 5,AU"
56099,PH,"AVCHI-CLICK-AS-AP CLICK Broadband,PH"
56100,PH,"HPI-AS-AP HEADSTRONG PHILS INC AS (ETPI Client),PH"
56101,NZ,"TWOA-NZ 320 Factory Rd,NZ"
56102,AU,"THINAIR-AS-AP Ground Floor,AU"
56103,HK,"IXLINK-HK Rm 217 Lincoln Center,HK"
56104,AU,"MEDICARE_AUSTRALIA Optus Customer Network,AU"
56105,AU,"VICDET-AS-AP Department of Education and Training - Victoria,AU"
56106,AU,"DEDICATEDGAMING-AU DEDICATEDGAMING.COM.AU -  Hosting Provider AUSTRALIA,AU"
56107,IN,"JAGRAN-NET-IN Jagran Building,IN"
56108,IN,"PFLNET4-IN PrimeFocus House Opp Citi Bank,IN"
56109,MY,"EVERWORKS-MY G-1-28  Jln PJU 1/45,MY"
56110,IN,"HOSTRIGHTNOW-TECHNOLOGIES-IN HostRightNow Technologies India Pvt Ltd,IN"
56111,MY,"AGARTO-MY Agarto Sdn Bhd,MY"
56112,TH,"MUANGTHAI-LIFE-ASSURANCE Muang Thai Life Assurance Co., Ltd.,TH"
56113,AU,"CHALLENGER-AS-AP ASN for Challenger,AU"
56114,SG,"ATOSINFOTECH-SG-AP ATOS Information Technology (Singapore) Pte Ltd,SG"
56115,BD,"NGGL-BD New Generation Graphics Limited,BD"
56116,CN,"HWXD Beijing Hongweixinda  Sci-Tech Development Co. Ltd.,CN"
56117,TH,"KIATNAKIN-TH 209/1,TH"
56118,TH,"OCSC-TH 59 Pitsanuloke Road,TH"
56119,CN,"GZHITI Guangzhou Hiti Information Technology Co.,Itd.,CN"
56120,TH,"TOT-MOBILE-AS-AP TOT Public Company Limited,TH"
56121,BD,"MEDIAMULTIMEDIA-AS-BD Media and Multimedia,BD"
56122,SG,"VALE-SA-AP Avenida GraÃƒÆ’Ã‚Â§a Aranha, 26  Castelo,SG"
56123,AU,"VERNET-AS-AP VERNet Pty Ltd,AU"
56124,IN,"GETNET-IN Mousumi Apartment  56 Sreenagar Main Road,IN"
56125,IN,"DIRECTI-INTERNET-IN Directiplex,IN"
56126,PK,"UBL-PK 13 Floor UBL Building,PK"
56127,CN,"SHIDAIHONGYUAN Beijing Shidaihongyuan Network Communication Co.,Ltd.,CN"
56128,PH,"ADB-ORG-AS-BCF Asian Development Bank,PH"
56129,AU,"SIMTRONIC-AS-AP Simtronic Networks Pty Ltd,AU"
56130,TH,"PANDORA-PRODUCTION Pandora Production Co.,Ltd. / Pandora Service Co., Ltd.,TH"
56131,AU,"UXCCONNECT-AS-AP UXC Connect Pty Ltd,AU"
56132,AU,"MONASHUNI-AU-AS-AP Monash University,AU"
56133,AU,"TASMANET-AS-AP Tasmanet Pty Ltd,AU"
56134,TH,"HORIZON-TH 998/3 Baan On Nuch Condominium,TH"
56135,AU,"SLICED-AS-AP Sliced Tech Holdings Unit Trust,AU"
56136,HK,"LF-HK 3/F, HK Spinners Industrial Building Phase I & II,HK"
56137,NZ,"TWO-DEGREES-AS-AP Two Degress Mobile Limited,NZ"
56138,BD,"AIRTEL-BD-AS-AP airtel Bangladesh,BD"
56140,MY,"NOCSER-MY 83-2, Jalan TKS 1,MY"
56141,VN,"DSP-AS-VN Danang ICT Infrastructure Development Center,VN"
56142,VN,"BPEOC-AS-VN BP Exploration Operating Company,VN"
56143,VN,"VDATA-AS-VN Cong ty TNHH TMDV Cong nghe Tam Nhin Moi,VN"
56144,VN,"AIAVN-AS-VN AIA Life Insurance Company limited,VN"
56145,VN,"TTN-AS-VN Thanh Nien Net Telecom JSC,VN"
