AS ID,Country,Description
4870,US,"EHS-BHAM - Electronic Healthcare Systems, Inc.,US"
4871,US,"ITMN-AS - InterMune Inc,US"
4872,CA,"AHSREDDEER - Alberta Health Services,CA"
4873,US,"EATON-CORPORATION-2 - Eaton Corporation,US"
4874,US,"UNCOMMON-NET - Uncommon Technology Incorporated,US"
4875,US,"LMC - Long Motor Corporation,US"
4876,US,"PACIFICPULMONARY-AUTONOMOUSSYSTEM - Pacific Pulmonary Services,US"
4877,CA,"G3TEL-AS - G3 Telecom Corp.,CA"
4878,US,"NOKIA-CTO-ES - Nokia, CTO Operations,US"
4879,US,"ASBURYPARKPRESS - ASBURY PARK PRESS,US"
4880,US,"LIFELINE-ASN - Lifeline Systems, Company,US"
4881,US,"ALBANY-WGL - City of Albany Water, Gas & Light Commission,US"
4882,US,"ASPECT-LAS - Aspect Software, Inc.,US"
4883,US,"ALLIANT-AS01 - Alliant Managed Services,US"
4884,US,"TCHD - Tarrant County Hospital District,US"
4885,US,"THCP-ASN - Twin Haven Capital Partners, LLC,US"
4886,US,"LIFECORPORATION - Life Corporation,US"
4887,US,"PORTOFCC - Port of Corpus Christi Authority,US"
4888,US,"USPSOIG-AS1 - United States Postal Service Office of Inspector General,US"
4889,US,"USPSOIG-AS2 - United States Postal Service Office of Inspector General,US"
4890,US,"ASN-RICHLINE-FL - Richline Group Inc,US"
4891,US,"FERRI-3 - Ferric Systems, LLC,US"
4892,ZZ,"-Reserved AS-,ZZ"
4893,US,"RGM-ASN-1 - RGM Advisors LLC,US"
4894,US,"COANAHEIM - City of Anaheim,US"
4895,US,"BLOOMIP-INC - Bloomip Inc.,US"
4896,US,"INGENICO - Ingenico Inc,US"
4897,US,"ECHO-LABS-LLC - ECHO Labs LLC,US"
4898,US,"OPENTABLE-AS - Opentable, Inc.,US"
4899,US,"AS-ULTRACART-1 - UltraCart.com,US"
4900,US,"ASN1 - Montgomery County Hospital District,US"
4901,US,"GWU-CAAREN - The George Washington University,US"
4902,US,"CI-CCASN - CONSERVATION INTERNATIONAL FOUNDATION,US"
4903,US,"ANYPRESENTATIONS - ANY PRESENTATIONS LLC,US"
4904,US,"COATUE - Coatue Management,US"
4905,US,"INFO2-4905 - Info 2 Extreme, Inc.,US"
4906,US,"FDS-01 - Frontline Data Services, Inc,US"
4907,US,"AL-616-4907 - Aeronomy LLC,US"
4908,US,"AS-CONCENTRIC - XO Communications,US"
4909,US,"DNIC-AS-04909 - DoD Network Information Center,US"
4910,US,"SPRINTNET-NC - Sprint Mid-Atlantic Telecom,US"
4911,US,"SPA-MARION - Qwest Communications Company, LLC,US"
4912,US,"CENTIER - CENTIER BANK,US"
4913,US,"NET-CPRK - Harris CapRock Communications, Inc.,US"
4914,HN,"Red Nacional de Honduras, HONDUNet,HN"
4915,US,"TRANE-UPG - The TRANE Co.UPG,US"
4916,US,"HQINSCOM - US ARMY INSCOM,US"
4917,US,"AMDOCS-AS - AMDOCS,US"
4918,US,"THEPOINT-NET - Silver Creek Industries,US"
4919,CA,"CONSOLIDATED - Consolidated Access & Networks, Inc.,CA"
4920,US,"CYBERPORTS - Cyberports, Inc.,US"
4921,US,"EX-SV-GW5 - Exodus Communiations, Inc.,US"
4922,US,"GLOBALCOM - Shentel Service Company,US"
4923,US,"HOYT - MCIX, Inc.,US"
4924,US,"NIIA-NET - Northern Indiana Internet Access, Inc.,US"
4925,US,"FIRSTDATA - First Data Corp.,US"
4926,AR,"Telefonica de Argentina,AR"
4927,US,"IMPU - Impulse Internet Services,US"
4928,US,"VAIS - Virginia Internet Services,US"
4929,US,"BENCHMARK - Benchmark Communications,US"
4930,US,"DMG1 - Digital Management Group,US"
4931,US,"INTERSRV2 - Internet Services of Central Florida,US"
4932,US,"I3 - I3 Inc,US"
4933,US,"LOGICAL3 - Logical Net Corporation,US"
4934,US,"LANIER-WW - Lanier Worldwide,US"
4935,KY,"DIRECTNIC-ANYCAST1-EASTCOAST - DirectNIC, Ltd.,KY"
4936,US,"HC-LIB - Howard County Library,US"
4937,US,"IAMERICA-NET - Internet America, Inc.,US"
4938,US,"SPRINTNET-SC - Sprint Mid-Atlantic Telecom,US"
4939,CA,"ASN-SOLECT - Solect Technology Group, Inc.,CA"
4940,US,"IAP-WORLDWIDE-SERVICES - IAP World Service Inc,US"
4941,US,"FDT - The CD-ROM Store,US"
4942,US,"B-NET - B-Net Technologies,US"
4943,US,"NOL-AS - Networks On-Line,US"
4944,VE,"Petroleos de Venezuela S.A.,VE"
4945,US,"HARRIS-SEMICONDUCTOR - Harris Semiconductor Sector Telecommunications,US"
4946,ZZ,"-Reserved AS-,ZZ"
4947,US,"IA-LA-AS - Internet America, Inc.,US"
4948,US,"AIX-NET - Alpha Internet,US"
4949,US,"UCINET-EIGRP - University of California at Irvine,US"
4950,US,"ASN-SPRN-NYSERNET1 - SPRINT, Business Serices Group,US"
4951,US,"SPRINTLINK-NYSERNET2B - SPRINT, Business Serices Group,US"
4952,US,"CAPECOD - Intramedia,US"
4953,US,"BCPL - Baltimore County Public Library,US"
4954,US,"CARR - Carroll County Government,US"
4955,US,"NDL - Network Datalink, Inc.,US"
4956,US,"LOGICSYS - Logic Systems,US"
4957,US,"VCNET - Internet Access of Ventura County,US"
4958,US,"LDSNET - Long Distance Savers,US"
4959,US,"CORPCOMM - Corporate Communications, Inc.,US"
4960,US,"PERNET - PERnet Communications, Inc.,US"
4961,KR,"DISC-AS-KR Daewoo Information System,KR"
4962,US,"WINKCOMM - Wink Communications Group, Inc.,US"
4963,US,"TEXOMA - Internet Texoma,US"
4964,CW,"Refineria ISLA (Curazao) S.A.,CW"
4965,US,"AMER - Vision Bahn Corp,US"
4966,US,"CASELLAWASTE - Casella Waste System Inc,US"
4967,AR,"STARTEL S.A.,AR"
4968,US,"COVINGTON - Covington & Burling LLP,US"
4969,US,"MEDIMMUNE - Medimmune, LLC,US"
4970,US,"ASN1 - RONALD BLUE & CO., LLC,US"
4971,US,"NWPROS - Network Pros, Inc.,US"
4972,US,"UPS-AS4972 - UNITED PARCEL SERVICE,US"
4973,US,"UPS-AS4973 - UNITED PARCEL SERVICE,US"
4974,EU,"GROVE-MRS Rawdon House,EU"
4975,US,"LASER-NET-BLOCK - Computer Tech Services, Inc.,US"
4976,US,"SUNGLASSES - Florida Imports Inc,US"
4977,US,"VENCORESS - Vencore Services and Solutions, Inc.,US"
4978,US,"GDI-NET-AS - Global Datalink, Inc.,US"
4979,US,"AS4979 - GXS,US"
4980,US,"NO - Whole Sale,US"
4981,US,"TECLINK - MCI Communications Services, Inc. d/b/a Verizon Business,US"
4982,US,"JAZZIE - Jazzie Systems,US"
4983,US,"INTEL-SC-AS - Intel Corporation,US"
4984,US,"INGRESS - Ingress Communications, Inc.,US"
4985,US,"PGWORKS - PHILADELPHIA GAS WORKS,US"
4986,US,"INTERSTAR - InterStar Network Services, Inc.,US"
4987,US,"ALOHANET2 - Hawaii Online,US"
4988,US,"ALOHANET1 - Hawaii Online,US"
4989,US,"YUMESJDC01 - YUME,US"
4990,US,"ATTIS-ASN4990 - AT&T Internet Services,US"
4991,US,"COGENT-4991-4994 - AGIS,US"
4992,US,"COGENT-4991-4994 - AGIS,US"
4993,US,"COGENT-4991-4994 - AGIS,US"
4994,US,"COGENT-4991-4994 - AGIS,US"
4995,CL,"Netup S.A.,CL"
4996,US,"SBI - Citigroup,US"
4997,US,"AFS-WEST - American Fiber Systems, Inc.,US"
4998,US,"LANDE - The Lande Group,US"
4999,US,"SPRINTIPDIAL - Sprint,US"
5000,US,"IOS-NET - IDT Corporation,US"
5001,US,"SONIC - Sonicnet,US"
5002,US,"BBSATLGA - BellSouth Business Systems,US"
5003,US,"GIGAN-2 - Insync Internet Services, Inc.,US"
5004,US,"EAGLENET - Eaglenet, Inc.,US"
5005,VE,"Asociados Espada C.A.,VE"
5006,US,"ZAYOMN1 - Onvoy,US"
5007,US,"COMPUTOPIA - Computopia,US"
5008,US,"TW-ASN-01 - Transit Wireless, LLC.,US"
5009,US,"EATEL - EATEL,US"
5010,US,"KISNET-1 - KISNET Corporation,US"
5011,US,"EMTF-AVI - 754th Electronic Systems Group,US"
5012,US,"EMTF-AZO - 754th Electronic Systems Group,US"
5013,US,"EMTF-IZM - 754th Electronic Systems Group,US"
5014,US,"EMTF-INC - 754th Electronic Systems Group,US"
5015,US,"SHOUTING - Shouting Ground Technologies,US"
5016,US,"BRAGG-NEC - Headquarters, USAISC,US"
5017,HK,"CITICTEL-CPC-AS5017 CITIC Telecom International CPC Limited,HK"
5018,HK,"CITICTEL-CPC-AS5018 CITIC Telecom International CPC Limited,HK"
5019,US,"DATACOM-GATE - InterSec, Inc.,US"
5020,US,"MEA - Mitsubishi Electronics,US"
5021,US,"PACAF-GCCS - 754th Electronic Systems Group,US"
5022,US,"FANEUIL - Faneuil Systems,US"
5023,US,"FIREBALL - Publication Services,US"
5024,US,"BRIDGE - BridgeNet, LC,US"
5025,US,"ASN-DATABANK - Databank, Inc.,US"
5026,US,"LVVWD - Las Vegas Valley Water District,US"
5027,US,"ACSIL - Applied Computer Services,US"
5028,US,"GATEWAYNORTH - Evergreen Technologies Corporation,US"
5029,US,"VEGAS-NET - On Ramp Internet Computer Services,US"
5030,US,"TAL - Transamerica Leasing,US"
5031,US,"DNIC-AS-05031 - DoD Network Information Center,US"
5032,US,"VARDE-ASN - Varde Management, L.P.,US"
5033,US,"AS5033 - Key Information Systems, Inc.,US"
5034,US,"AS-STARNET - STAR Communications,US"
5035,US,"CYNET - WebNet,US"
5036,US,"WCA - Whalley Computer Associates,US"
5037,US,"DNIC-AS-05037 - DoD Network Information Center,US"
5038,US,"NSAN-DOM - Success Institutes, Inc.,US"
5039,US,"TECNET2 - Tecnet,US"
5040,US,"MINT - B+C Consulting, Inc.,US"
5041,US,"3PD - 3PD,US"
5042,US,"INFOWAVE - Discnet,US"
5043,US,"PERRAUT - Perraut Corporation,US"
5044,US,"ASN-DATABANK1 - Databank, Inc.,US"
5045,US,"ASN-DATABANK1 - Databank, Inc.,US"
5046,US,"RANDOMC - Random Communications, Inc,US"
5047,US,"ARNET2 - ARNet,US"
5048,US,"FIBER - FIBERNET Corp.,US"
5049,US,"MORGAN-ASN - Morgan Stanley Group Inc.,US"
5050,US,"PSC-EXT - Pittsburgh Supercomputing Center,US"
5051,KR,"KOLNET-AS-KR Korea Telecom Hitel,KR"
5052,US,"DNIC-AS-05052 - DoD Network Information Center,US"
5053,US,"HTP - HTP Net, Inc,US"
5054,US,"PROGNET - RealNetworks, Inc.,US"
5055,US,"WANET - Software Design Associates,US"
5056,US,"INS-NET-2 - Iowa Network Services,US"
5057,CA,"XENITEC - GS1115,CA"
5058,US,"NRL-EXP - Navy Network Information Center (NNIC),US"
5059,US,"STARPAGING - Star Paging, Inc.,US"
5060,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5061,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5062,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5063,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5064,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5065,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5066,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5067,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5068,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5069,US,"CLEARBLUE-AS - ClearBlue Technologies,US"
5070,US,"COMED - CoMed Communications,US"
5071,CA,"WESTEL-1 - WesTel Telecommunications,CA"
5072,US,"INDYNET - IndyNet,US"
5073,US,"HPES - Hewlett-Packard Company,US"
5074,US,"ASN-ATTELS - AT&T BMGS,US"
5075,US,"ASN-ATTGMS - AT&T BMGS,US"
5076,US,"UNICOM - Unicom Communications, Inc.,US"
5077,US,"ASN-WSNET - WSNetwork Communications Services, Inc.,US"
5078,US,"ONENET-AS-1 - Oklahoma Network for Education Enrichment and,US"
5079,US,"DIAL-CALL - Nextel Communications, Inc,US"
5080,US,"ARAMCO-AS - Aramco,US"
5081,US,"CCS-AS - CLARE COMPUTER SOLUTIONS,US"
5082,US,"CLOVERLEAF - Stanton Network Services,US"
5083,US,"DRAKE-NET - Dnet Internet Services,US"
5084,US,"GSL-HQ - Sprint International,US"
5085,HK,"ERX-NETFUN Net Fun Limited,HK"
5086,US,"IDNET - Innovative Data Services,US"
5087,LK,"LANKA-COM Lanka Communication Services,LK"
5088,US,"AS5088 - 21st Century Fox,US"
5089,GB,"NTL Virgin Media Limited,GB"
5090,US,"ARKANSASTECH - ARKANSAS TECH UNIVERSITY,US"
5091,US,"STRIPE - Stripe, Inc.,US"
5092,US,"NNE - North by Northeast Networks, Inc.,US"
5093,US,"OVID-AS - Ovid Technologies,US"
5094,US,"PARAGON-AS - Paragon Cable,US"
5095,US,"BOOKLINK-AS - Booklink/Navisoft,US"
5096,CA,"411CA - 411 LOCAL SEARCH CORP.,CA"
5097,US,"INVESTORSTITLE - Investors Title Company,US"
5098,US,"OPUSONE-NETS - Opus One Winery, LLC,US"
5099,US,"NWUC - Northwestern University,US"
5100,US,"ASN-TX-DDC - Tristero, Inc.,US"
5101,US,"LEECOUNTYSCHOOLS - The School District of Lee County,US"
5102,US,"ATTIS-ASN5102 - AT&T Internet Services,US"
5103,US,"ATTIS-ASN5103 - AT&T Internet Services,US"
5104,US,"ATTIS-ASN5104 - AT&T Internet Services,US"
5105,US,"ATTIS-ASN5105 - AT&T Internet Services,US"
5106,PR,"WINPR - WinPR, Inc.,PR"
5107,US,"ATTIS-ASN5107 - AT&T Internet Services,US"
5108,US,"PASADENA-ASN - City of Pasadena,US"
5109,US,"HT-IDS5109 - HuntTel,US"
5110,CA,"CITY-OF-VANCOUVER - City of Vancouver,CA"
5111,CA,"CABLE-ASN - it.canada,CA"
5112,US,"SIDLINGER - Sidlinger Computer Corporation,US"
5113,US,"HGEA-AS - H.G.E.A,US"
5114,US,"KBI-NET-GW - Knowledge Broker, Inc.,US"
5115,US,"ONESTEP - OneStep Internet Services,US"
5116,ZZ,"-Reserved AS-,ZZ"
5117,ZZ,"-Reserved AS-,ZZ"
5118,US,"PHOENIX-IX-ROUTE-SERVER - Phoenix-IX Corporation,US"
5119,US,"ALTARUM-INSTITUTE - Altarum Institute,US"
5120,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5121,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5122,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5123,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5124,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5125,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5126,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5127,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5128,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5129,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5130,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5131,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5132,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5133,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5134,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5135,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5136,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5137,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5138,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5139,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5140,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5141,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5142,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5143,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5144,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5145,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5146,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5147,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5148,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5149,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5150,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5151,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5152,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5153,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5154,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5155,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5156,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5157,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5158,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5159,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5160,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5161,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5162,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5163,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5164,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5165,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5166,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5167,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5168,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5169,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5170,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5171,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5172,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5173,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5174,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5175,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5176,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5177,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5178,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5179,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5180,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5181,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5182,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5183,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5184,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5185,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5186,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5187,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5188,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5189,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5190,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5191,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5192,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5193,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5194,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5195,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5196,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5197,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5198,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5199,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5200,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5201,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5202,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5203,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5204,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5205,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5206,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5207,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5208,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5209,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5210,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5211,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5212,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5213,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5214,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5215,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5216,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5217,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5218,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5219,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5220,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5221,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5222,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5223,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5224,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5225,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5226,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5227,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5228,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5229,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5230,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5231,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5232,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5233,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5234,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5235,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5236,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5237,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5238,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5239,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5240,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5241,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5242,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5243,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5244,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5245,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5246,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5247,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5248,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5249,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5250,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5251,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5252,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5253,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5254,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5255,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5256,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5257,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5258,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5259,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5260,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5261,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5262,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5263,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5264,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5265,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5266,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5267,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5268,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5269,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5270,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5271,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5272,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5273,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5274,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5275,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5276,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5277,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5278,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5279,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5280,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5281,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5282,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5283,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5284,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5285,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5286,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5287,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5288,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5289,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5290,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5291,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5292,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5293,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5294,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5295,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5296,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5297,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5298,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5299,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5300,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5301,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
5302,US,"DNIC-ASBLK-05120-05376 - DoD Network Information Center,US"
